train_id,train_type,station,arrival_time,departure_time,transfer_station
30000000,Local,O1,4:39,4:39,TRUE
30000000,Local,O2,4:43,4:43,FALSE
30000000,Local,O3,4:47,4:48,FALSE
30000000,Local,O4,4:52,4:54,TRUE
30000000,Local,O5,4:57,4:58,FALSE
30000000,Local,O6,5:04,5:04,FALSE
30000000,Local,O7,5:08,5:09,FALSE
30000000,Local,O8,5:11,5:11,FALSE
30000001,Local,O1,4:59,4:59,TRUE
30000001,Local,O2,5:03,5:05,FALSE
30000001,Local,O3,5:09,5:09,FALSE
30000001,Local,O4,5:14,5:16,TRUE
30000001,Local,O5,5:20,5:20,FALSE
30000001,Local,O6,5:26,5:26,FALSE
30000001,Local,O7,5:30,5:31,FALSE
30000001,Local,O8,5:33,5:33,FALSE
30000002,Local,O1,5:18,5:18,TRUE
30000002,Local,O2,5:22,5:22,FALSE
30000002,Local,O3,5:26,5:27,FALSE
30000002,Local,O4,5:31,5:32,TRUE
30000002,Local,O5,5:36,5:36,FALSE
30000002,Local,O6,5:42,5:42,FALSE
30000002,Local,O7,5:47,5:47,FALSE
30000002,Local,O8,5:49,5:49,FALSE
30000003,Local,O1,5:29,5:29,TRUE
30000003,Local,O2,5:33,5:34,FALSE
30000003,Local,O3,5:38,5:38,FALSE
30000003,Local,O4,5:43,5:44,TRUE
30000003,Local,O5,5:48,5:48,FALSE
30000003,Local,O6,5:54,5:54,FALSE
30000003,Local,O7,5:59,5:59,FALSE
30000003,Local,O8,6:01,6:01,FALSE
30000004,Local,O1,5:44,5:44,TRUE
30000004,Local,O2,5:48,5:49,FALSE
30000004,Local,O3,5:53,5:53,FALSE
30000004,Local,O4,5:58,5:59,TRUE
30000004,Local,O5,6:03,6:04,FALSE
30000004,Local,O6,6:09,6:10,FALSE
30000004,Local,O7,6:14,6:15,FALSE
30000004,Local,O8,6:17,6:17,FALSE
30000005,Local,O1,6:04,6:04,TRUE
30000005,Local,O2,6:08,6:08,FALSE
30000005,Local,O3,6:13,6:13,FALSE
30000005,Local,O4,6:18,6:19,TRUE
30000005,Local,O5,6:23,6:23,FALSE
30000005,Local,O6,6:29,6:29,FALSE
30000005,Local,O7,6:34,6:34,FALSE
30000005,Local,O8,6:37,6:37,FALSE
30000006,Rapid,O1,6:11,6:11,TRUE
30000006,Rapid,O2,6:15,6:15,FALSE
30000006,Rapid,O3,6:19,6:20,FALSE
30000006,Rapid,O4,6:24,6:25,TRUE
30000006,Rapid,O5,6:29,6:30,FALSE
30000006,Rapid,O8,6:39,6:39,FALSE
30000007,Local,O1,6:16,6:16,TRUE
30000007,Local,O2,6:20,6:20,FALSE
30000007,Local,O3,6:25,6:25,FALSE
30000007,Local,O4,6:30,6:30,TRUE
30000007,Local,O5,6:34,6:35,FALSE
30000007,Local,O6,6:40,6:41,FALSE
30000007,Local,O7,6:45,6:46,FALSE
30000007,Local,O8,6:48,6:48,FALSE
30000008,Rapid,O1,6:28,6:28,TRUE
30000008,Rapid,O2,6:32,6:32,FALSE
30000008,Rapid,O3,6:37,6:37,FALSE
